name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,cython,1,10,706,0.167,0,0,25% 25% 29% 59%,0.173
binarytrees,cython,1,12,706,0.567,41276,0,79% 63% 52% 61%,0.273
binarytrees,cython,1,14,706,2.697,61892,0,80% 82% 78% 83%,0.979
binarytrees,cython,1,14,706,2.710,61764,0,81% 85% 78% 78%,0.980
binarytrees,cython,1,14,706,2.710,61068,0,82% 79% 81% 82%,0.978
binarytrees,python3,7,10,741,0.303,0,0,71% 40% 35% 38%,0.168
binarytrees,python3,7,12,741,1.240,56644,0,66% 79% 62% 69%,0.472
binarytrees,python3,7,14,741,5.683,63012,0,89% 87% 91% 86%,1.668
binarytrees,python3,7,14,741,5.853,65976,0,89% 93% 87% 89%,1.667
binarytrees,python3,7,14,741,5.710,63564,0,92% 87% 86% 85%,1.679
binarytrees,pyston,1,10,743,1.847,75136,0,68% 73% 53% 55%,2.507
binarytrees,pyston,1,12,743,3.543,87136,0,67% 69% 69% 55%,4.313
binarytrees,pyston,1,14,743,10.480,97552,0,69% 72% 67% 76%,13.476
binarytrees,pyston,1,14,743,10.077,93912,0,69% 72% 68% 72%,13.243
binarytrees,pyston,1,14,743,10.437,98188,0,73% 74% 74% 71%,14.386
binarytrees,python36,7,10,741,0.293,0,0,50% 44% 63% 41%,0.166
binarytrees,python36,7,12,741,1.243,56300,0,79% 67% 63% 66%,0.475
binarytrees,python36,7,14,741,5.797,61628,0,94% 89% 89% 89%,1.669
binarytrees,python36,7,14,741,5.767,60980,0,90% 92% 89% 87%,1.671
binarytrees,python36,7,14,741,5.840,63608,0,89% 89% 90% 93%,1.667
binarytrees,pypy3,6,10,743,1.650,244348,0,77% 63% 57% 65%,0.676
binarytrees,pypy3,6,12,743,2.523,261372,0,66% 61% 65% 74%,1.079
binarytrees,pypy3,6,14,743,5.157,295088,0,79% 72% 73% 81%,1.804
binarytrees,pypy3,6,14,743,4.827,297328,0,70% 68% 83% 65%,1.791
binarytrees,pypy3,6,14,743,4.777,298804,0,80% 82% 67% 76%,1.672
binarytrees,pypy,1,10,743,1.220,293628,0,56% 75% 52% 57%,0.524
binarytrees,pypy,1,12,743,2.017,301000,0,65% 55% 60% 74%,0.822
binarytrees,pypy,1,14,743,3.530,309392,0,77% 68% 72% 75%,1.332
binarytrees,pypy,1,14,743,3.400,312836,0,69% 67% 79% 70%,1.241
binarytrees,pypy,1,14,743,3.537,311580,0,79% 73% 75% 72%,1.342
binarytrees,numba,1,10,702,0.340,0,0,40% 68% 37% 58%,0.187
binarytrees,numba,1,12,702,1.400,56916,0,76% 74% 85% 73%,0.474
binarytrees,numba,1,14,702,6.710,68448,0,91% 91% 96% 90%,1.870
binarytrees,numba,1,14,702,6.753,69712,0,87% 90% 93% 90%,1.971
binarytrees,numba,1,14,702,6.783,68328,0,96% 92% 91% 92%,1.873
binarytrees,python,1,10,743,0.257,0,0,46% 64% 47% 54%,0.140
binarytrees,python,1,12,743,1.203,45040,0,74% 74% 77% 77%,0.432
binarytrees,python,1,14,743,5.990,54608,0,91% 90% 91% 94%,1.738
binarytrees,python,1,14,743,5.933,58368,0,92% 91% 91% 89%,1.734
binarytrees,python,1,14,743,5.943,59096,0,92% 88% 91% 94%,1.735
binarytrees,python3,6,10,743,0.333,0,0,78% 47% 44% 50%,0.173
binarytrees,python3,6,12,743,1.373,57068,0,81% 85% 79% 72%,0.469
binarytrees,python3,6,14,743,6.727,69868,0,91% 90% 97% 90%,1.873
binarytrees,python3,6,14,743,6.763,67452,0,95% 88% 89% 88%,1.973
binarytrees,python3,6,14,743,6.650,71116,0,91% 92% 91% 93%,1.879
binarytrees,pypy3,7,10,741,1.550,244280,0,62% 55% 66% 76%,0.666
binarytrees,pypy3,7,12,741,2.863,264948,0,72% 80% 75% 69%,1.054
binarytrees,pypy3,7,14,741,4.130,282140,0,69% 69% 79% 70%,1.573
binarytrees,pypy3,7,14,741,4.127,287020,0,74% 75% 78% 72%,1.488
binarytrees,pypy3,7,14,741,4.237,289388,0,80% 79% 77% 75%,1.678
binarytrees,nuitka,7,10,741,0.243,0,0,26% 50% 30% 42%,0.181
binarytrees,nuitka,7,12,741,0.873,46976,0,58% 56% 55% 76%,0.380
binarytrees,nuitka,7,14,741,3.917,73052,0,84% 83% 82% 90%,1.181
binarytrees,nuitka,7,14,741,4.037,68408,0,86% 91% 86% 87%,1.184
binarytrees,nuitka,7,14,741,3.883,68548,0,82% 88% 82% 82%,1.181
binarytrees,nuitka,6,10,743,0.260,0,0,67% 28% 24% 24%,0.182
binarytrees,nuitka,6,12,743,0.997,46488,0,66% 82% 65% 63%,0.384
binarytrees,nuitka,6,14,743,4.687,71316,0,88% 84% 88% 85%,1.386
binarytrees,nuitka,6,14,743,4.657,75600,0,83% 86% 84% 93%,1.388
binarytrees,nuitka,6,14,743,4.657,76720,0,86% 83% 86% 91%,1.389
binarytrees,python36,6,10,743,0.327,0,0,38% 69% 41% 56%,0.167
binarytrees,python36,6,12,743,1.383,57696,0,73% 87% 72% 74%,0.467
binarytrees,python36,6,14,743,6.757,71008,0,90% 92% 90% 97%,1.871
binarytrees,python36,6,14,743,6.613,70496,0,93% 88% 85% 88%,1.972
binarytrees,python36,6,14,743,6.753,68484,0,96% 91% 91% 91%,1.978
binarytrees,python36,1,10,706,0.303,0,0,58% 88% 44% 41%,0.173
binarytrees,python36,1,12,706,1.257,57032,0,68% 81% 68% 73%,0.475
binarytrees,python36,1,14,706,6.083,63148,0,88% 93% 90% 91%,1.891
binarytrees,python36,1,14,706,6.140,63208,0,88% 90% 88% 95%,1.876
binarytrees,python36,1,14,706,6.037,61552,0,93% 92% 87% 87%,1.782
binarytrees,python3,1,10,706,0.300,0,0,50% 44% 82% 47%,0.170
binarytrees,python3,1,12,706,1.250,57228,0,81% 67% 64% 62%,0.469
binarytrees,python3,1,14,706,6.053,66136,0,86% 91% 85% 86%,1.772
binarytrees,python3,1,14,706,6.110,65972,0,90% 88% 89% 87%,1.770
binarytrees,python3,1,14,706,6.050,64872,0,94% 91% 93% 90%,1.681
binarytrees,nuitka,1,10,706,0.250,0,0,22% 33% 61% 22%,0.183
binarytrees,nuitka,1,12,706,0.900,45688,0,55% 55% 55% 78%,0.384
binarytrees,nuitka,1,14,706,4.780,70140,0,87% 86% 93% 86%,1.390
binarytrees,nuitka,1,14,706,4.287,70236,0,84% 84% 84% 90%,1.284
binarytrees,nuitka,1,14,706,4.327,69688,0,91% 85% 84% 84%,1.283
binarytrees,pypy3,1,10,706,1.573,54468,0,61% 68% 48% 43%,0.877
binarytrees,pypy3,1,12,706,2.630,259272,0,57% 65% 75% 68%,1.062
binarytrees,pypy3,1,14,706,4.250,286076,0,74% 69% 73% 70%,1.573
binarytrees,pypy3,1,14,706,4.013,287200,0,71% 81% 67% 71%,1.478
binarytrees,pypy3,1,14,706,4.097,286900,0,64% 77% 65% 71%,1.565
chameneosredux,python3,2,60000,1191,1.883,7868,0,24% 36% 47% 31%,1.165
chameneosredux,python3,2,600000,1191,19.283,7976,0,28% 34% 51% 45%,10.707
chameneosredux,python3,2,6000000,1191,187.517,7972,0,29% 30% 46% 47%,103.776
chameneosredux,nuitka,2,60000,1191,1.877,10516,0,31% 32% 36% 57%,1.202
chameneosredux,nuitka,2,600000,1191,18.590,10644,0,31% 33% 47% 48%,10.407
chameneosredux,nuitka,2,6000000,1191,182.540,10596,0,30% 31% 49% 49%,99.946
chameneosredux,cython,1,60000,1203,1.857,7788,0,35% 43% 48% 48%,1.203
chameneosredux,cython,1,600000,1203,18.457,7756,0,47% 42% 53% 54%,10.925
chameneosredux,cython,1,6000000,1203,179.970,7760,0,32% 33% 47% 48%,100.659
chameneosredux,python3,1,60000,1191,1.863,7768,0,38% 30% 33% 37%,1.137
chameneosredux,python3,1,600000,1191,18.880,7864,0,30% 29% 46% 47%,10.530
chameneosredux,python3,1,6000000,1191,194.203,7980,0,32% 33% 48% 48%,107.635
chameneosredux,pyston,1,60000,1192,3.270,54068,0,23% 17% 48% 44%,2.603
chameneosredux,pyston,1,600000,1192,27.573,52828,0,21% 24% 54% 46%,19.096
chameneosredux,pyston,1,6000000,1192,271.080,49680,0,24% 24% 50% 52%,187.777
chameneosredux,python,1,60000,1192,1.827,8336,0,32% 44% 44% 31%,1.114
chameneosredux,python,1,600000,1192,17.357,6204,0,23% 38% 50% 43%,9.714
chameneosredux,python,1,6000000,1192,174.807,6304,0,31% 28% 46% 51%,96.402
chameneosredux,pypy3,1,60000,1191,1.570,35240,0,28% 20% 31% 32%,1.254
chameneosredux,pypy3,1,600000,1191,15.097,35304,0,27% 28% 37% 34%,10.628
chameneosredux,pypy3,1,6000000,1191,152.087,35484,0,26% 27% 38% 36%,112.448
chameneosredux,pypy3,2,60000,1191,1.550,35120,0,24% 25% 29% 30%,1.284
chameneosredux,pypy3,2,600000,1191,15.083,35160,0,28% 27% 35% 36%,11.278
chameneosredux,pypy3,2,6000000,1191,151.420,35748,0,28% 28% 37% 37%,114.371
chameneosredux,pypy,1,60000,1192,1.483,65196,0,20% 23% 33% 33%,1.216
chameneosredux,pypy,1,600000,1192,13.733,63012,0,32% 34% 38% 38%,11.748
chameneosredux,pypy,1,6000000,1192,136.797,65024,0,34% 34% 41% 42%,108.437
chameneosredux,python36,1,60000,1191,2.077,7764,0,46% 50% 52% 40%,1.534
chameneosredux,python36,1,600000,1191,20.543,7776,0,49% 50% 56% 55%,13.396
chameneosredux,python36,1,6000000,1191,205.820,7636,0,45% 46% 53% 55%,125.728
chameneosredux,nuitka,1,60000,1191,1.927,10524,0,26% 24% 45% 44%,1.180
chameneosredux,nuitka,1,600000,1191,18.487,10632,0,29% 32% 52% 46%,10.276
chameneosredux,nuitka,1,6000000,1191,184.457,10600,0,32% 33% 47% 48%,101.172
chameneosredux,python36,2,60000,1191,1.883,7732,0,36% 39% 41% 39%,1.203
chameneosredux,python36,2,600000,1191,18.603,7780,0,34% 33% 43% 42%,10.591
chameneosredux,python36,2,6000000,1191,198.163,7736,0,31% 34% 49% 48%,109.017
fannkuchredux,python3,4,8,1069,0.133,0,0,0% 14% 100% 31%,0.136
fannkuchredux,python3,4,9,1069,2.220,53568,0,82% 92% 83% 84%,0.668
fannkuchredux,python3,4,10,1069,24.287,52952,0,97% 98% 96% 98%,6.393
fannkuchredux,python3,4,10,1069,24.263,52888,0,98% 95% 97% 97%,6.382
fannkuchredux,python3,4,10,1069,24.040,52812,0,95% 96% 99% 97%,6.400
fannkuchredux,python36,1,8,1271,0.447,41208,0,62% 42% 41% 42%,0.269
fannkuchredux,python36,1,9,1271,3.677,55060,0,92% 81% 85% 86%,1.192
fannkuchredux,python36,1,10,1271,40.637,55516,0,97% 99% 97% 98%,10.895
fannkuchredux,python36,1,10,1271,40.063,53336,0,95% 97% 96% 97%,10.695
fannkuchredux,python36,1,10,1271,40.210,55460,0,97% 99% 98% 96%,10.600
fannkuchredux,pypy3,6,8,552,0.107,0,0,9% 50% 0% 67%,0.112
fannkuchredux,pypy3,6,9,552,0.237,1444,0,8% 4% 4% 100%,0.241
fannkuchredux,pypy3,6,10,552,1.737,40632,0,75% 11% 32% 15%,1.740
fannkuchredux,pypy3,6,10,552,1.740,40848,0,82% 14% 24% 17%,1.742
fannkuchredux,pypy3,6,10,552,1.743,40804,0,8% 49% 12% 55%,1.745
fannkuchredux,nuitka,1,8,1271,0.360,0,0,83% 42% 38% 41%,0.180
fannkuchredux,nuitka,1,9,1271,2.860,60720,0,82% 82% 82% 90%,0.882
fannkuchredux,nuitka,1,10,1271,30.427,62240,0,98% 97% 98% 98%,7.894
fannkuchredux,nuitka,1,10,1271,30.287,60540,0,96% 99% 97% 98%,7.997
fannkuchredux,nuitka,1,10,1271,30.397,60264,0,98% 97% 96% 97%,7.996
fannkuchredux,cython,1,8,1271,0.290,0,0,38% 67% 35% 44%,0.165
fannkuchredux,cython,1,9,1271,2.330,50116,0,93% 93% 90% 89%,0.671
fannkuchredux,cython,1,10,1271,24.683,51180,0,97% 95% 95% 98%,6.889
fannkuchredux,cython,1,10,1271,24.423,50708,0,99% 96% 96% 95%,6.680
fannkuchredux,cython,1,10,1271,24.740,51332,0,97% 97% 97% 98%,6.474
fannkuchredux,pypy,1,8,1008,0.413,0,0,44% 94% 44% 53%,0.187
fannkuchredux,pypy,1,9,1008,0.763,194796,0,68% 86% 66% 64%,0.287
fannkuchredux,pypy,1,10,1008,4.793,270552,0,88% 89% 86% 90%,1.391
fannkuchredux,pypy,1,10,1008,4.837,271308,0,93% 86% 87% 89%,1.392
fannkuchredux,pypy,1,10,1008,4.747,268192,0,90% 83% 88% 91%,1.398
fannkuchredux,python3,6,8,552,0.100,0,0,0% 0% 100% 0%,0.103
fannkuchredux,python3,6,9,552,0.873,7788,0,99% 3% 1% 1%,0.875
fannkuchredux,python3,6,10,552,9.887,7692,0,100% 2% 1% 2%,9.882
fannkuchredux,python3,6,10,552,9.833,7688,0,2% 100% 2% 1%,9.830
fannkuchredux,python3,6,10,552,9.883,7664,0,100% 3% 1% 4%,9.880
fannkuchredux,nuitka,6,8,552,0.103,0,0,0% 100% 0% 0%,0.106
fannkuchredux,nuitka,6,9,552,0.683,10316,0,1% 1% 3% 100%,0.685
