name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s)
binarytrees,fsharp,3,20,565,64.140,135168,0,0% 0% 0% 100%,64.194
binarytrees,ifc,1,20,826,173.183,153800,0,0% 0% 0% 100%,173.347
binarytrees,python3,6,20,626,504.560,685724,0,0% 0% 0% 100%,504.929
binarytrees,gcc,5,20,963,76.044,109664,0,0% 0% 0% 100%,76.093
binarytrees,jruby,1,20,412,258.336,873136,0,0% 0% 0% 100%,258.583
binarytrees,clojure,6,20,705,38.946,560768,0,0% 0% 0% 100%,38.990
binarytrees,java,2,20,603,15.701,506592,0,0% 1% 0% 100%,15.745
binarytrees,yarv,3,20,439,229.524,394784,0,0% 0% 0% 100%,229.636
binarytrees,lua,3,20,477,477.098,2963916,0,0% 0% 0% 100%,477.685
binarytrees,fsharp,2,20,515,131.676,214548,0,0% 0% 0% 100%,131.785
binarytrees,gpp,6,20,892,15.796,148440,0,1% 0% 0% 100%,15.823
binarytrees,go,5,20,1000,123.800,461416,0,0% 0% 0% 100%,123.912
binarytrees,gnat,4,20,2167,14.608,105692,0,0% 0% 0% 100%,14.638
binarytrees,clojure,1,20,657,29.342,558896,0,0% 0% 0% 100%,29.374
binarytrees,ghc,1,20,521,20.885,181396,0,0% 0% 0% 100%,20.905
binarytrees,csharp,2,20,650,78.833,244012,0,0% 0% 0% 100%,78.908
binarytrees,gcc,1,20,706,32.836,66096,0,0% 0% 0% 100%,32.857
binarytrees,scala,2,20,641,0.000,240,-2,0% 0% 0% 100%,0.268
binarytrees,v8,1,20,467,35.012,361480,0,0% 0% 0% 100%,35.067
binarytrees,dart,1,20,543,42.639,153364,0,0% 0% 0% 100%,42.692
binarytrees,perl,3,20,706,0.000,0,-2,0% 0% 0% 50%,0.014
binarytrees,java,1,20,1007,18.965,546332,0,0% 0% 0% 100%,19.008
binarytrees,vw,1,20,722,65.600,316312,0,0% 0% 0% 100%,65.665
binarytrees,hipe,1,20,441,50.491,443172,0,0% 0% 0% 100%,50.552
binarytrees,fpascal,1,20,769,33.250,65828,0,0% 1% 1% 100%,33.268
binarytrees,ats,1,20,926,17.977,132104,0,0% 1% 0% 100%,17.987
binarytrees,gnat,1,20,955,39.684,99440,0,0% 0% 0% 100%,39.716
binarytrees,go,1,20,516,106.584,259980,0,0% 0% 0% 100%,106.688
binarytrees,go,2,20,694,121.988,302000,0,1% 1% 0% 100%,122.100
binarytrees,lua,2,20,446,449.988,1033624,0,0% 14% 4% 100%,450.483
binarytrees,perl,1,20,448,615.306,289572,0,0% 0% 0% 100%,615.680
binarytrees,gpp,2,20,553,38.708,99080,0,0% 0% 0% 100%,38.734
binarytrees,yarv,1,20,412,0.000,3098644,-2,1% 9% 9% 100%,112.113
binarytrees,ghc,4,20,612,16.493,183532,0,0% 0% 1% 100%,16.513
binarytrees,racket,2,20,640,26.832,226564,0,1% 0% 0% 100%,26.868
binarytrees,gcc,7,20,850,12.856,99448,0,0% 0% 1% 100%,12.869
binarytrees,hipe,2,20,499,47.567,338644,0,0% 0% 0% 100%,47.626
binarytrees,yarv,2,20,413,0.000,3072652,-2,0% 0% 0% 100%,114.104
binarytrees,sbcl,2,20,649,20.388,227016,0,0% 0% 0% 100%,20.425
binarytrees,ocaml,2,20,784,36.734,101016,0,0% 0% 0% 100%,36.799
binarytrees,gnat,5,20,2167,14.608,105696,0,0% 0% 0% 100%,14.634
binarytrees,scala,1,20,549,15.301,389516,0,2% 0% 0% 100%,15.338
binarytrees,php,3,20,483,899.512,1249392,0,0% 0% 0% 100%,901.564
binarytrees,go,3,20,872,14.568,107512,0,0% 0% 0% 100%,14.580
binarytrees,php,1,20,504,652.109,546160,0,0% 0% 0% 100%,652.851
binarytrees,ats,3,20,2143,17.733,197256,0,0% 0% 0% 100%,17.746
binarytrees,ghc,5,20,611,17.149,103520,0,0% 1% 0% 100%,17.159
binarytrees,sbcl,1,20,612,28.788,227360,0,0% 0% 1% 100%,28.830
binarytrees,ocaml,1,20,563,12.681,235696,0,0% 0% 1% 100%,12.708
binarytrees,gcc,9,20,1103,6.200,114100,0,0% 0% 0% 100%,6.213
binarytrees,csharp,1,20,654,61.556,92200,0,0% 0% 0% 100%,61.608
binarytrees,ocaml,5,20,496,35.734,115688,0,0% 0% 0% 100%,35.768
binarytrees,ifc,2,20,1199,23.773,99616,0,0% 0% 0% 100%,23.786
binarytrees,jruby,3,20,439,179.388,879376,0,1% 0% 0% 100%,179.617
binarytrees,scala,4,20,494,16.705,507072,0,0% 0% 0% 100%,16.751
binarytrees,racket,1,20,495,37.564,270132,0,2% 0% 0% 100%,37.619
binarytrees,gcc,2,20,594,2.984,25148,0,0% 0% 1% 100%,2.989
binarytrees,gnat,3,20,1342,116.692,328976,0,0% 0% 0% 100%,116.770
binarytrees,racket,3,20,877,0.000,484,-10,5% 5% 0% 100%,0.383
binarytreesredux,java,2,20,607,231.490,134360,0,0% 1% 1% 100%,231.633
binarytreesredux,clojure,6,20,709,111.739,244764,0,0% 0% 0% 100%,111.822
binarytreesredux,ghc,1,20,521,26.086,104300,0,0% 0% 0% 100%,26.104
binarytreesredux,jruby,1,20,412,259.432,872172,0,2% 23% 7% 100%,259.953
binarytreesredux,scala,4,20,498,235.959,136872,0,0% 0% 0% 100%,236.130
binarytreesredux,clojure,1,20,661,62.580,251432,0,0% 0% 0% 100%,62.635
binarytreesredux,sbcl,2,20,649,23.452,198000,0,0% 0% 0% 100%,23.493
chameneosredux,python3,2,6000000,866,258.912,4760,0,0% 0% 0% 100%,259.101
chameneosredux,sbcl,3,6000000,2907,12.252,4732,0,0% 0% 0% 100%,12.258
chameneosredux,java,2,6000000,1429,14.341,30980,0,0% 1% 0% 100%,14.349
chameneosredux,hipe,1,6000000,734,10.621,7876,0,0% 0% 0% 100%,10.631
chameneosredux,ocaml,1,6000000,1279,92.882,2048,0,0% 0% 0% 100%,92.909
chameneosredux,java,3,6000000,1267,61.924,32464,0,0% 0% 0% 100%,61.942
chameneosredux,gnat,5,6000000,2906,20.616,1972,0,0% 0% 0% 100%,20.638
chameneosredux,vw,2,6000000,2515,46.891,21952,0,0% 0% 0% 100%,46.908
chameneosredux,go,5,6000000,957,5.348,1004,0,0% 1% 0% 100%,5.352
chameneosredux,csharp,1,6000000,1400,16.093,15136,0,1% 0% 0% 100%,16.101
chameneosredux,cint,2,6000000,1663,0.000,0,-2,0% 0% 0% 100%,0.013
chameneosredux,racket,1,6000000,791,339.528,56224,0,1% 0% 0% 100%,339.694
